"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"2812","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Emoltra","5 - Closed Won","21874","2012","6","3","Business development","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"2813","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Dentrex","5 - Closed Won","18130","2012","9","18","Web","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northwest","2012","2012-10-01 00:00:00","US Sales Team"
"2814","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Avenetro","5 - Closed Won","3446","2014","2","25","Tradeshow","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Northwest","2014","2014-10-01 00:00:00","US Sales Team"
"2815","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Accugel","5 - Closed Won","24806","2012","11","20","Not specified","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"2816","American Health Packaging","American Health Packaging","Comfront","5 - Closed Won","7548","2013","12","4","Not specified","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2817","The Mentholatum Company","The Mentholatum Company","Emoltra","5 - Closed Won","1936","2012","10","14","Not specified","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2012","2012-01-01 00:00:00","US Sales Team"
"2818","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Memora","5 - Closed Won","3395","2012","2","22","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"2819","Watson Laboratories Inc.","Watson Laboratories Inc.","3-DOM","5 - Closed Won","13421","2015","5","9","Tradeshow","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northeast","2015","2015-10-01 00:00:00","EU Sales Team"
"2820","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Memora","5 - Closed Won","7701","2014","3","19","Tradeshow","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"2821","Tarte Inc","Tarte Inc","3-DOM","5 - Closed Won","482","2015","1","11","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southwest","2015","2015-07-01 00:00:00","US Sales Team"
"2822","Apotheca Company","Apotheca Company","Accugel","5 - Closed Won","1169","2015","1","11","Tradeshow","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2015","2015-04-01 00:00:00","US Sales Team"
"2823","Bryant Ranch Prepack","Bryant Ranch Prepack","Zillia","5 - Closed Won","20899","2014","12","14","Tradeshow","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Southwest","2014","2014-01-01 00:00:00","US Sales Team"
"2824","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Radantix","5 - Closed Won","17634","2014","11","26","Business development","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southeast","2014","2014-04-01 00:00:00","US Sales Team"
"2825","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Manatea","5 - Closed Won","21832","2012","11","17","Business development","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southwest","2012","2012-07-01 00:00:00","EU Sales Team"
"2826","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Accruex","5 - Closed Won","5073","2013","2","20","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southeast","2013","2013-04-01 00:00:00","EU Sales Team"
"2827","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Zillia","5 - Closed Won","1869","2012","12","4","Not specified","Closed","093c020a-4551-467e-95e9-b258927674e9","Southeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2828","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Emoltra","5 - Closed Won","16624","2014","9","13","Not specified","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northwest","2014","2014-04-01 00:00:00","EU Sales Team"
"2829","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Accruex","5 - Closed Won","13298","2012","5","1","Tradeshow","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southeast","2012","2012-01-01 00:00:00","US Sales Team"
"2830","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","3-DOM","5 - Closed Won","3775","2011","4","16","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2011","2011-07-01 00:00:00","EU Sales Team"
"2831","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Accruex","5 - Closed Won","4063","2012","4","21","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southwest","2012","2012-01-01 00:00:00","US Sales Team"
"2832","Watson Laboratories Inc.","Watson Laboratories Inc.","Radantix","5 - Closed Won","10402","2013","4","12","Business development","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northwest","2013","2013-01-01 00:00:00","EU Sales Team"
"2833","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Zillia","5 - Closed Won","24980","2012","8","22","Web","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"2834","Apotheca Company","Apotheca Company","Zillia","5 - Closed Won","13961","2012","1","10","Not specified","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Southeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2835","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Comfront","5 - Closed Won","14819","2013","1","5","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"2836","Personal Care Products","Personal Care Products","Zillia","5 - Closed Won","18821","2014","2","5","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"2837","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Radantix","5 - Closed Won","4925","2013","4","26","Business development","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2838","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Radantix","5 - Closed Won","8831","2012","5","7","Not specified","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southwest","2012","2012-04-01 00:00:00","US Sales Team"
"2839","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","3-DOM","5 - Closed Won","19243","2013","8","11","Web","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Northeast","2013","2013-10-01 00:00:00","EU Sales Team"
"2840","Safeway","Safeway","3-DOM","5 - Closed Won","8199","2015","1","7","Web","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2015","2015-01-01 00:00:00","EU Sales Team"
"2841","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Manatea","5 - Closed Won","18317","2014","9","18","Not specified","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"2842","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Comfront","5 - Closed Won","20469","2014","11","28","Business development","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Southeast","2014","2014-01-01 00:00:00","EU Sales Team"
"2843","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Zillia","5 - Closed Won","22599","2014","5","10","Web","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2014","2014-01-01 00:00:00","US Sales Team"
"2844","Indiana Botanic Gardens","Indiana Botanic Gardens","3-DOM","5 - Closed Won","21636","2011","11","4","Tradeshow","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Northeast","2011","2011-07-01 00:00:00","EU Sales Team"
"2845","Safeway","Safeway","Comfront","5 - Closed Won","10677","2014","9","8","Business development","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northeast","2014","2014-10-01 00:00:00","EU Sales Team"
"2846","Tarte Inc","Tarte Inc","Accugel","5 - Closed Won","196","2011","7","19","Not specified","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"2847","American Health Packaging","American Health Packaging","Radantix","5 - Closed Won","12746","2013","2","11","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Southeast","2013","2013-04-01 00:00:00","US Sales Team"
"2848","Tarte Inc","Tarte Inc","Dentrex","5 - Closed Won","21963","2013","2","8","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southeast","2013","2013-07-01 00:00:00","EU Sales Team"
"2849","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Avenetro","5 - Closed Won","7459","2014","7","25","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"2850","American Health Packaging","American Health Packaging","Accugel","5 - Closed Won","4895","2013","10","22","Web","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southwest","2013","2013-04-01 00:00:00","US Sales Team"
"2851","Walgreens Co.","Walgreens Co.","Memora","5 - Closed Won","20941","2011","9","6","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"2852","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Memora","5 - Closed Won","14316","2014","3","10","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northwest","2014","2014-07-01 00:00:00","US Sales Team"
"2853","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Comfront","5 - Closed Won","19408","2014","9","4","Business development","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southeast","2014","2014-07-01 00:00:00","US Sales Team"
"2854","Indiana Botanic Gardens","Indiana Botanic Gardens","Accugel","5 - Closed Won","1358","2014","11","25","Web","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Southeast","2014","2014-10-01 00:00:00","US Sales Team"
"2855","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Manatea","5 - Closed Won","7971","2015","8","27","Web","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2015","2015-01-01 00:00:00","EU Sales Team"
"2856","Apotheca Company","Apotheca Company","Avenetro","5 - Closed Won","13724","2011","7","26","Web","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"2857","Bryant Ranch Prepack","Bryant Ranch Prepack","Accugel","5 - Closed Won","8997","2013","8","27","Not specified","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2013","2013-04-01 00:00:00","US Sales Team"
"2858","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Avenetro","5 - Closed Won","22789","2015","3","15","Tradeshow","Closed","093c020a-4551-467e-95e9-b258927674e9","Northwest","2015","2015-01-01 00:00:00","US Sales Team"
"2859","Walgreens Co.","Walgreens Co.","Prevalax","5 - Closed Won","1025","2013","11","25","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"2860","Safeway","Safeway","Radantix","5 - Closed Won","14108","2014","10","20","Not specified","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southeast","2014","2014-01-01 00:00:00","US Sales Team"
"2861","Walgreens Co.","Walgreens Co.","Acclimite","5 - Closed Won","686","2012","1","28","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northwest","2012","2012-10-01 00:00:00","EU Sales Team"
"2862","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Accruex","5 - Closed Won","20710","2011","10","11","Business development","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"2863","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","3-DOM","5 - Closed Won","23757","2011","12","12","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"2864","Tarte Inc","Tarte Inc","Zillia","5 - Closed Won","6141","2011","2","21","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southeast","2011","2011-04-01 00:00:00","EU Sales Team"
"2865","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Acclimite","5 - Closed Won","2059","2012","12","11","Business development","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southeast","2012","2012-04-01 00:00:00","US Sales Team"
"2866","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Accugel","5 - Closed Won","5374","2015","8","2","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Southeast","2015","2015-07-01 00:00:00","EU Sales Team"
"2867","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Radantix","5 - Closed Won","15253","2011","4","1","Not specified","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2011","2011-07-01 00:00:00","EU Sales Team"
"2868","AvKARE Inc.","AvKARE Inc.","Radantix","5 - Closed Won","2043","2012","10","20","Not specified","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2012","2012-10-01 00:00:00","US Sales Team"
"2869","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Zillia","5 - Closed Won","16190","2015","7","19","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southeast","2015","2015-07-01 00:00:00","US Sales Team"
"2870","Walgreens Co.","Walgreens Co.","Memora","5 - Closed Won","12614","2011","8","20","Not specified","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"2871","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Acclimite","5 - Closed Won","7794","2011","5","1","Tradeshow","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northwest","2011","2011-04-01 00:00:00","US Sales Team"
"2872","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","22492","2015","7","23","Web","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2015","2015-04-01 00:00:00","US Sales Team"
"2873","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Manatea","5 - Closed Won","4445","2012","3","24","Tradeshow","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Southeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2874","Chromate Industrial Corporation","Chromate Industrial Corporation","Avenetro","5 - Closed Won","21738","2013","8","18","Business development","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northeast","2013","2013-04-01 00:00:00","US Sales Team"
"2875","American Health Packaging","American Health Packaging","Accruex","5 - Closed Won","12194","2012","10","27","Tradeshow","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southeast","2012","2012-10-01 00:00:00","EU Sales Team"
"2876","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Memora","5 - Closed Won","20197","2014","4","9","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2014","2014-10-01 00:00:00","US Sales Team"
"2877","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Manatea","5 - Closed Won","20091","2015","7","15","Web","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northwest","2015","2015-04-01 00:00:00","US Sales Team"
"2878","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Zillia","5 - Closed Won","4192","2012","4","15","Not specified","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northeast","2012","2012-07-01 00:00:00","US Sales Team"
"2879","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Accugel","5 - Closed Won","14132","2014","1","23","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"2880","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Manatea","5 - Closed Won","24964","2011","11","17","Web","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southeast","2011","2011-07-01 00:00:00","EU Sales Team"
"2881","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Dentrex","5 - Closed Won","7782","2012","7","23","Not specified","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"2882","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Avenetro","5 - Closed Won","15229","2015","3","14","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northeast","2015","2015-10-01 00:00:00","US Sales Team"
"2883","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Acclimite","5 - Closed Won","10092","2015","2","14","Tradeshow","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southwest","2015","2015-01-01 00:00:00","EU Sales Team"
"2884","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Avenetro","5 - Closed Won","8561","2014","5","22","Web","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northwest","2014","2014-01-01 00:00:00","EU Sales Team"
"2885","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Prevalax","5 - Closed Won","6055","2011","5","2","Not specified","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Southwest","2011","2011-07-01 00:00:00","EU Sales Team"
"2886","Watson Laboratories Inc.","Watson Laboratories Inc.","Prevalax","5 - Closed Won","22222","2015","5","22","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northeast","2015","2015-04-01 00:00:00","US Sales Team"
"2887","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Prevalax","5 - Closed Won","5931","2014","9","21","Web","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Southwest","2014","2014-07-01 00:00:00","EU Sales Team"
"2888","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Memora","5 - Closed Won","11797","2012","10","26","Not specified","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southeast","2012","2012-07-01 00:00:00","EU Sales Team"
"2889","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Accugel","5 - Closed Won","11300","2015","11","1","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northeast","2015","2015-10-01 00:00:00","US Sales Team"
"2890","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Accugel","5 - Closed Won","8918","2011","12","6","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Northwest","2011","2011-07-01 00:00:00","EU Sales Team"
"2891","Personal Care Products","Personal Care Products","Comfront","5 - Closed Won","14441","2015","10","12","Not specified","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southwest","2015","2015-10-01 00:00:00","US Sales Team"
"2892","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Acclimite","5 - Closed Won","3694","2014","8","20","Tradeshow","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Northwest","2014","2014-07-01 00:00:00","EU Sales Team"
